"name","referencePath","policyType","category","displayName","description","groupNames","policySets","allowedEffects","prodEffect","prodParameters"
"4078e558-bda6-41fb-9b3c-361e8875200d","","BuiltIn","Guest Configuration","Windows machines should have Log Analytics agent installed on Azure Arc","Machines are non-compliant if Log Analytics agent is not installed on Azure Arc enabled windows server.","Azure_Security_Benchmark_v3.0_LT-5","pr-glob-: AuditIfNotExists (default: ArcWindowsMonitoringEffect)","parameter: Disabled,AuditIfNotExists","AuditIfNotExists",""
"72650e9f-97bc-4b2a-ab5f-9781a9fcecbc","","BuiltIn","Guest Configuration","Windows machines should meet requirements of the Azure compute security baseline","Requires that prerequisites are deployed to the policy assignment scope. For details, visit https://aka.ms/gcpol. Machines are non-compliant if the machine is not configured correctly for one of the recommendations in the Azure compute security baseline.","Azure_Security_Benchmark_v3.0_PV-4","pr-glob-: AuditIfNotExists (default: windowsGuestConfigBaselinesMonitoringEffect)","parameter: Disabled,AuditIfNotExists","AuditIfNotExists",""
"5752e6d6-1206-46d8-8ab1-ecc2f71a8112","","BuiltIn","Guest Configuration","Windows web servers should be configured to use secure communication protocols","To protect the privacy of information communicated over the Internet, your web servers should use the latest version of the industry-standard cryptographic protocol, Transport Layer Security (TLS). TLS secures communications over a network by using security certificates to encrypt a connection between machines.","Azure_Security_Benchmark_v3.0_DP-3","pr-glob-: AuditIfNotExists (default: windowsWebServersShouldBeConfiguredToUseSecureCommunicationProtocolsMonitoringEffect)","parameter: Disabled,AuditIfNotExists","AuditIfNotExists","{""windowsWebServersShouldBeConfiguredToUseSecureCommunicationProtocolsMinimumTLSVersion"":""1.2""}"
"383856f8-de7f-44a2-81fc-e5135b5c2aa4","","BuiltIn","Internet of Things","Resource logs in IoT Hub should be enabled","Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised","Azure_Security_Benchmark_v3.0_LT-3","pr-glob-: AuditIfNotExists (default: diagnosticsLogsInIoTHubMonitoringEffect)","parameter: Disabled,AuditIfNotExists","AuditIfNotExists","{""diagnosticsLogsInIoTHubRetentionDays"":""1""}"
"0a075868-4c26-42ef-914c-5bc007359560","","BuiltIn","Key Vault","[Preview]: Certificates should have the specified maximum validity period","Manage your organizational compliance requirements by specifying the maximum amount of time that a certificate can be valid within your key vault.","Azure_Security_Benchmark_v3.0_DP-7","pr-glob-: disabled (default: certificatesValidityPeriodMonitoringEffect)","parameter: disabled,audit,deny","disabled","{""certificatesValidityPeriodInMonths"":12}"
"55615ac9-af46-4a59-874e-391cc3dfb490","","BuiltIn","Key Vault","Azure Key Vault should have firewall enabled","Enable the key vault firewall so that the key vault is not accessible by default to any public IPs. Optionally, you can configure specific IP ranges to limit access to those networks. Learn more at: https://docs.microsoft.com/azure/key-vault/general/network-security","Azure_Security_Benchmark_v3.0_NS-2,Azure_Security_Benchmark_v3.0_DP-8","pr-glob-: Audit (default: firewallShouldBeEnabledOnKeyVaultMonitoringEffect)","parameter: Disabled,Audit","Audit",""
"a6abeaec-4d90-4a02-805f-6b26c4d3fbe9","","BuiltIn","Key Vault","Azure Key Vaults should use private link","Azure Private Link lets you connect your virtual networks to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to key vault, you can reduce data leakage risks. Learn more about private links at: https://aka.ms/akvprivatelink.","Azure_Security_Benchmark_v3.0_NS-2,Azure_Security_Benchmark_v3.0_DP-8","pr-glob-: Audit (default: privateEndpointShouldBeConfiguredForKeyVaultMonitoringEffect)","parameter: Disabled,Audit","Audit",""
"152b15f7-8e1f-4c1f-ab71-8c010ba5dbc0","","BuiltIn","Key Vault","Key Vault keys should have an expiration date","Cryptographic keys should have a defined expiration date and not be permanent. Keys that are valid forever provide a potential attacker with more time to compromise the key. It is a recommended security practice to set expiration dates on cryptographic keys.","Azure_Security_Benchmark_v3.0_DP-6","pr-glob-: Disabled (default: keysExpirationSetEffect)","parameter: Disabled,Audit,Deny","Disabled",""
"98728c90-32c7-4049-8429-847dc0f4fe37","","BuiltIn","Key Vault","Key Vault secrets should have an expiration date","Secrets should have a defined expiration date and not be permanent. Secrets that are valid forever provide a potential attacker with more time to compromise them. It is a recommended security practice to set expiration dates on secrets.","Azure_Security_Benchmark_v3.0_DP-6","pr-glob-: Disabled (default: secretsExpirationSetEffect)","parameter: Disabled,Audit,Deny","Disabled",""
"0b60c0b2-2dc2-4e1c-b5c9-abbed971de53","","BuiltIn","Key Vault","Key vaults should have deletion protection enabled","Malicious deletion of a key vault can lead to permanent data loss. You can prevent permanent data loss by enabling purge protection and soft delete. Purge protection protects you from insider attacks by enforcing a mandatory retention period for soft deleted key vaults. No one inside your organization or Microsoft will be able to purge your key vaults during the soft delete retention period. Keep in mind that key vaults created after September 1st 2019 have soft-delete enabled by default.","Azure_Security_Benchmark_v3.0_DP-8","pr-glob-: Audit (default: keyVaultsShouldHavePurgeProtectionEnabledMonitoringEffect)","parameter: Disabled,Audit,Deny","Audit",""
"1e66c121-a66a-4b1f-9b83-0fd99bf0fc2d","","BuiltIn","Key Vault","Key vaults should have soft delete enabled","Deleting a key vault without soft delete enabled permanently deletes all secrets, keys, and certificates stored in the key vault. Accidental deletion of a key vault can lead to permanent data loss. Soft delete allows you to recover an accidentally deleted key vault for a configurable retention period.","Azure_Security_Benchmark_v3.0_DP-8","pr-glob-: Audit (default: keyVaultsShouldHaveSoftDeleteEnabledMonitoringEffect)","parameter: Disabled,Audit,Deny","Audit",""
"cf820ca0-f99e-4f3e-84fb-66e913812d21","","BuiltIn","Key Vault","Resource logs in Key Vault should be enabled","Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes when a security incident occurs or when your network is compromised","Azure_Security_Benchmark_v3.0_DP-8,Azure_Security_Benchmark_v3.0_LT-3","pr-glob-: AuditIfNotExists (default: diagnosticsLogsInKeyVaultMonitoringEffect)","parameter: Disabled,AuditIfNotExists","AuditIfNotExists","{""diagnosticsLogsInKeyVaultRetentionDays"":""1""}"
"8dfab9c4-fe7b-49ad-85e4-1e9be085358f","","BuiltIn","Kubernetes","[Preview]: Azure Arc enabled Kubernetes clusters should have Microsoft Defender for Cloud extension installed","Microsoft Defender for Cloud extension for Azure Arc provides threat protection for your Arc enabled Kubernetes clusters. The extension collects data from all nodes in the cluster and sends it to the Azure Defender for Kubernetes backend in the cloud for further analysis. Learn more in https://docs.microsoft.com/azure/defender-for-cloud/defender-for-containers-enable?pivots=defender-for-container-arc.","Azure_Security_Benchmark_v3.0_LT-1,Azure_Security_Benchmark_v3.0_LT-2","pr-glob-: AuditIfNotExists (default: arcEnabledKubernetesClustersShouldHaveAzureDefendersExtensionInstalled)","parameter: Disabled,AuditIfNotExists","AuditIfNotExists",""
"6b2122c1-8120-4ff5-801b-17625a355590","","BuiltIn","Kubernetes","Azure Arc enabled Kubernetes clusters should have the Azure Policy extension installed","The Azure Policy extension for Azure Arc provides at-scale enforcements and safeguards on your Arc enabled Kubernetes clusters in a centralized, consistent manner. Learn more at https://aka.ms/akspolicydoc.","Azure_Security_Benchmark_v3.0_PV-2","pr-glob-: AuditIfNotExists (default: arcEnabledKubernetesClustersShouldHaveAzurePolicyExtensionInstalledEffect)","parameter: Disabled,AuditIfNotExists","AuditIfNotExists",""
"a1840de2-8088-4ea8-b153-b4c723e9cb01","","BuiltIn","Kubernetes","Azure Kubernetes Service clusters should have Defender profile enabled","Microsoft Defender for Containers provides cloud-native Kubernetes security capabilities including environment hardening, workload protection, and run-time protection. When you enable the SecurityProfile.AzureDefender on your Azure Kubernetes Service cluster, an agent is deployed to your cluster to collect security event data. Learn more about Microsoft Defender for Containers in https://docs.microsoft.com/azure/defender-for-cloud/defender-for-containers-introduction?tabs=defender-for-container-arch-aks","Azure_Security_Benchmark_v3.0_LT-1,Azure_Security_Benchmark_v3.0_LT-2","pr-glob-: Audit (default: azureKubernetesServiceClustersShouldHaveSecurityProfileEnabled)","parameter: Disabled,Audit","Audit",""
"0a15ec92-a229-4763-bb14-0ea34a568f8d","","BuiltIn","Kubernetes","Azure Policy Add-on for Kubernetes service (AKS) should be installed and enabled on your clusters","Azure Policy Add-on for Kubernetes service (AKS) extends Gatekeeper v3, an admission controller webhook for Open Policy Agent (OPA), to apply at-scale enforcements and safeguards on your clusters in a centralized, consistent manner.","Azure_Security_Benchmark_v3.0_PV-2","pr-glob-: Audit (default: azurePolicyAddonStatusEffect)","parameter: Disabled,Audit","Audit",""
"e345eecc-fa47-480f-9e88-67dcc122b164","","BuiltIn","Kubernetes","Kubernetes cluster containers CPU and memory resource limits should not exceed the specified limits","Enforce container CPU and memory resource limits to prevent resource exhaustion attacks in a Kubernetes cluster. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2","pr-glob-: Audit (default: memoryAndCPULimitsInKubernetesClusterEffect)","parameter: disabled,audit,deny","Audit","{""memoryAndCPULimitsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""memoryInKubernetesClusterLimit"":""64Gi"",""CPUInKubernetesClusterLimit"":""32""}"
"47a1ee2f-2a2a-4576-bf2a-e0e36709c2b8","","BuiltIn","Kubernetes","Kubernetes cluster containers should not share host process ID or host IPC namespace","Block pod containers from sharing the host process ID namespace and host IPC namespace in a Kubernetes cluster. This recommendation is part of CIS 5.2.2 and CIS 5.2.3 which are intended to improve the security of your Kubernetes environments. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2","pr-glob-: Audit (default: NoSharingSensitiveHostNamespacesInKubernetesEffect)","parameter: disabled,audit,deny","Audit","{""NoSharingSensitiveHostNamespacesInKubernetesNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""]}"
"511f5417-5d12-434d-ab2e-816901e72a5e","","BuiltIn","Kubernetes","Kubernetes cluster containers should only use allowed AppArmor profiles","Containers should only use allowed AppArmor profiles in a Kubernetes cluster. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2","pr-glob-: Audit (default: AllowedAppArmorProfilesInKubernetesClusterEffect)","parameter: disabled,audit,deny","Audit","{""AllowedAppArmorProfilesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""AllowedAppArmorProfilesInKubernetesClusterList"":[""runtime/default""]}"
"c26596ff-4d70-4e6a-9a30-c2506bd2f80c","","BuiltIn","Kubernetes","Kubernetes cluster containers should only use allowed capabilities","Restrict the capabilities to reduce the attack surface of containers in a Kubernetes cluster. This recommendation is part of CIS 5.2.8 and CIS 5.2.9 which are intended to improve the security of your Kubernetes environments. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2","pr-glob-: Audit (default: AllowedCapabilitiesInKubernetesClusterEffect)","parameter: disabled,audit,deny","Audit","{""AllowedCapabilitiesInKubernetesClusterList"":[],""AllowedCapabilitiesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""DropCapabilitiesInKubernetesClusterList"":[]}"
"febd0533-8e55-448f-b837-bd0e06f16469","","BuiltIn","Kubernetes","Kubernetes cluster containers should only use allowed images","Use images from trusted registries to reduce the Kubernetes cluster's exposure risk to unknown vulnerabilities, security issues and malicious images. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2","pr-glob-: Audit (default: allowedContainerImagesInKubernetesClusterEffect)","parameter: disabled,audit,deny","Audit","{""allowedContainerImagesInKubernetesClusterRegex"":""^(.+){0}$"",""allowedContainerImagesNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""]}"
"df49d893-a74c-421d-bc95-c663042e5b80","","BuiltIn","Kubernetes","Kubernetes cluster containers should run with a read only root file system","Run containers with a read only root file system to protect from changes at run-time with malicious binaries being added to PATH in a Kubernetes cluster. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2","pr-glob-: Audit (default: ReadOnlyRootFileSystemInKubernetesClusterEffect)","parameter: disabled,audit,deny","Audit","{""ReadOnlyRootFileSystemInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""]}"
"098fc59e-46c7-4d99-9b16-64990e543d75","","BuiltIn","Kubernetes","Kubernetes cluster pod hostPath volumes should only use allowed host paths","Limit pod HostPath volume mounts to the allowed host paths in a Kubernetes Cluster. This policy is generally available for Kubernetes Service (AKS), and Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2","pr-glob-: Audit (default: AllowedHostPathVolumesInKubernetesClusterEffect)","parameter: disabled,audit,deny","Audit","{""AllowedHostPathVolumesInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""],""AllowedHostPathVolumesInKubernetesClusterList"":{""paths"":[]}}"
"f06ddb64-5fa3-4b77-b166-acb36f7f6042","","BuiltIn","Kubernetes","Kubernetes cluster pods and containers should only run with approved user and group IDs","Control the user, primary group, supplemental group and file system group IDs that pods and containers can use to run in a Kubernetes Cluster. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2","pr-glob-: Audit (default: MustRunAsNonRootNamespaceEffect)","parameter: disabled,audit,deny","Audit","{""MustRunAsNonRootNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""]}"
"82985f06-dc18-4a48-bc1c-b9f4f0098cfe","","BuiltIn","Kubernetes","Kubernetes cluster pods should only use approved host network and port range","Restrict pod access to the host network and the allowable host port range in a Kubernetes cluster. This recommendation is part of CIS 5.2.4 which is intended to improve the security of your Kubernetes environments. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2","pr-glob-: Audit (default: AllowedHostNetworkingAndPortsInKubernetesClusterEffect)","parameter: disabled,audit,deny","Audit","{""AllowedHostMinPortInKubernetesCluster"":0,""AllowHostNetworkingInKubernetesCluster"":false,""AllowedHostNetworkingAndPortsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""],""AllowedHostMaxPortInKubernetesCluster"":0}"
"233a2a17-77ca-4fb1-9b6b-69223d272a44","","BuiltIn","Kubernetes","Kubernetes cluster services should listen only on allowed ports","Restrict services to listen only on allowed ports to secure access to the Kubernetes cluster. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2","pr-glob-: Audit (default: allowedServicePortsInKubernetesClusterEffect)","parameter: disabled,audit,deny","Audit","{""allowedServicePortsInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""],""allowedservicePortsInKubernetesClusterPorts"":[""-1""]}"
"95edb821-ddaf-4404-9732-666045e056b4","","BuiltIn","Kubernetes","Kubernetes cluster should not allow privileged containers","Do not allow privileged containers creation in a Kubernetes cluster. This recommendation is part of CIS 5.2.1 which is intended to improve the security of your Kubernetes environments. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2","pr-glob-: Audit (default: privilegedContainersShouldBeAvoidedEffect)","parameter: disabled,audit,deny","Audit","{""excludedImagesInKubernetesCluster"":[],""privilegedContainerNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""]}"
"1a5b4dca-0b6f-4cf5-907c-56316bc1bf3d","","BuiltIn","Kubernetes","Kubernetes clusters should be accessible only over HTTPS","Use of HTTPS ensures authentication and protects data in transit from network layer eavesdropping attacks. This capability is currently generally available for Kubernetes Service (AKS), and in preview for Azure Arc enabled Kubernetes. For more info, visit https://aka.ms/kubepolicydoc","Azure_Security_Benchmark_v3.0_DP-3","pr-glob-: Audit (default: kubernetesClustersShouldBeAccessibleOnlyOverHTTPSMonitoringEffect)","parameter: disabled,audit,deny","Audit","{""kubernetesClustersShouldBeAccessibleOnlyOverHTTPSExcludedNamespaces"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""]}"
"423dd1ba-798e-40e4-9c4d-b6902674b423","","BuiltIn","Kubernetes","Kubernetes clusters should disable automounting API credentials","Disable automounting API credentials to prevent a potentially compromised Pod resource to run API commands against Kubernetes clusters. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2","pr-glob-: Audit (default: KubernetesClustersShouldDisableAutomountingAPICredentialsMonitoringEffect)","parameter: disabled,audit,deny","Audit","{""KubernetesClustersShouldDisableAutomountingAPICredentialsMonitoringNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""]}"
"1c6e92c9-99f0-4e55-9cf2-0c234dc48f99","","BuiltIn","Kubernetes","Kubernetes clusters should not allow container privilege escalation","Do not allow containers to run with privilege escalation to root in a Kubernetes cluster. This recommendation is part of CIS 5.2.5 which is intended to improve the security of your Kubernetes environments. This policy is generally available for Kubernetes Service (AKS), and preview for Azure Arc enabled Kubernetes. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2","pr-glob-: Audit (default: NoPrivilegeEscalationInKubernetesClusterEffect)","parameter: disabled,audit,deny","Audit","{""NoPrivilegeEscalationInKubernetesClusterNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azure-extensions-usage-system""]}"
"d2e7ea85-6b44-4317-a0be-1b951587f626","","BuiltIn","Kubernetes","Kubernetes clusters should not grant CAP_SYS_ADMIN security capabilities","To reduce the attack surface of your containers, restrict CAP_SYS_ADMIN Linux capabilities. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2","pr-glob-: Audit (default: KubernetesClustersShouldNotGrantCAPSYSADMINSecurityCapabilitiesMonitoringEffect)","parameter: disabled,audit,deny","Audit","{""KubernetesClustersShouldNotGrantCAPSYSADMINSecurityCapabilitiesMonitoringNamespaceExclusion"":[""kube-system"",""gatekeeper-system"",""azure-arc"",""azuredefender"",""mdc"",""azure-extensions-usage-system""]}"
"9f061a12-e40d-4183-a00e-171812443373","","BuiltIn","Kubernetes","Kubernetes clusters should not use the default namespace","Prevent usage of the default namespace in Kubernetes clusters to protect against unauthorized access for ConfigMap, Pod, Secret, Service, and ServiceAccount resource types. For more information, see https://aka.ms/kubepolicydoc.","Azure_Security_Benchmark_v3.0_PV-2","pr-glob-: Audit (default: KubernetesClustersShouldNotUseTheDefaultNamespaceMonitoringEffect)","parameter: disabled,audit,deny","Audit",""
"245fc9df-fa96-4414-9a0b-3738c2f7341c","","BuiltIn","Kubernetes","Resource logs in Azure Kubernetes Service should be enabled","Azure Kubernetes Service's resource logs can help recreate activity trails when investigating security incidents. Enable it to make sure the logs will exist when needed","","pr-glob-: AuditIfNotExists (default: diagnosticsLogsInKubernetesMonitoringEffect)","parameter: Disabled,AuditIfNotExists","AuditIfNotExists","{""diagnosticsLogsInKubernetesRetentionDays"":""1""}"
"34f95f76-5386-4de7-b824-0d8478470c9d","","BuiltIn","Logic Apps","Resource logs in Logic Apps should be enabled","Audit enabling of resource logs. This enables you to recreate activity trails to use for investigation purposes; when a security incident occurs or when your network is compromised","Azure_Security_Benchmark_v3.0_LT-3","pr-glob-: AuditIfNotExists (default: diagnosticsLogsInLogicAppsMonitoringEffect)","parameter: Disabled,AuditIfNotExists","AuditIfNotExists","{""diagnosticsLogsInLogicAppsRetentionDays"":""1""}"
"f110a506-2dcb-422e-bcea-d533fc8c35e2","","BuiltIn","Machine Learning","Azure Machine Learning compute instances should be recreated to get the latest software updates","Ensure Azure Machine Learning compute instances run on the latest available operating system. Security is improved and vulnerabilities reduced by running with the latest security patches. For more information, visit https://aka.ms/azureml-ci-updates/.","Azure_Security_Benchmark_v3.0_PV-2","pr-glob-: Audit (Policy Default)","override: Audit,Disabled","Audit",""
"7804b5c7-01dc-4723-969b-ae300cc07ff1","","BuiltIn","Machine Learning","Azure Machine Learning Computes should be in a virtual network","Azure Virtual Networks provide enhanced security and isolation for your Azure Machine Learning Compute Clusters and Instances, as well as subnets, access control policies, and other features to further restrict access. When a compute is configured with a virtual network, it is not publicly addressable and can only be accessed from virtual machines and applications within the virtual network.","Azure_Security_Benchmark_v3.0_NS-2","pr-glob-: Audit (Policy Default)","override: Audit,Disabled","Audit",""
"e96a9a5f-07ca-471b-9bc5-6a0f33cbd68f","","BuiltIn","Machine Learning","Azure Machine Learning Computes should have local authentication methods disabled","Disabling local authentication methods improves security by ensuring that Machine Learning Computes require Azure Active Directory identities exclusively for authentication. Learn more at: https://aka.ms/azure-ml-aad-policy.","Azure_Security_Benchmark_v3.0_IM-1","pr-glob-: Audit (Policy Default)","override: Audit,Deny,Disabled","Audit",""
"ba769a63-b8cc-4b2d-abf6-ac33c7204be8","","BuiltIn","Machine Learning","Azure Machine Learning workspaces should be encrypted with a customer-managed key","Manage encryption at rest of Azure Machine Learning workspace data with customer-managed keys. By default, customer data is encrypted with service-managed keys, but customer-managed keys are commonly required to meet regulatory compliance standards. Customer-managed keys enable the data to be encrypted with an Azure Key Vault key created and owned by you. You have full control and responsibility for the key lifecycle, including rotation and management. Learn more at https://aka.ms/azureml-workspaces-cmk.","Azure_Security_Benchmark_v3.0_DP-5","pr-glob-: Disabled (default: azureMachineLearningWorkspacesShouldBeEncryptedWithACustomerManagedKeyMonitoringEffect)","parameter: Disabled,Audit,Deny","Disabled",""
"438c38d2-3772-465a-a9cc-7a6666a275ce","","BuiltIn","Machine Learning","Azure Machine Learning Workspaces should disable public network access","Disabling public network access improves security by ensuring that the Machine Learning Workspaces aren't exposed on the public internet. You can control exposure of your workspaces by creating private endpoints instead. Learn more at: https://learn.microsoft.com/azure/machine-learning/how-to-configure-private-link?view=azureml-api-2&tabs=azure-portal.","Azure_Security_Benchmark_v3.0_NS-2","pr-glob-: Audit (Policy Default)","override: Audit,Deny,Disabled","Audit",""
"45e05259-1eb5-4f70-9574-baf73e9d219b","","BuiltIn","Machine Learning","Azure Machine Learning workspaces should use private link","Azure Private Link lets you connect your virtual network to Azure services without a public IP address at the source or destination. The Private Link platform handles the connectivity between the consumer and services over the Azure backbone network. By mapping private endpoints to Azure Machine Learning workspaces, data leakage risks are reduced. Learn more about private links at: https://docs.microsoft.com/azure/machine-learning/how-to-configure-private-link.","Azure_Security_Benchmark_v3.0_NS-2","pr-glob-: Audit (default: azureMachineLearningWorkspacesShouldUsePrivateLinkMonitoringEffect)","parameter: Disabled,Audit","Audit",""
"afe0c3be-ba3b-4544-ba52-0c99672a8ad6","","BuiltIn","Machine Learning","Resource logs in Azure Machine Learning Workspaces should be enabled","Resource logs enable recreating activity trails to use for investigation purposes when a security incident occurs or when your network is compromised.","Azure_Security_Benchmark_v3.0_LT-3","pr-glob-: AuditIfNotExists (Policy Default)","override: AuditIfNotExists,Disabled","AuditIfNotExists",""
"842c54e8-c2f9-4d79-ae8d-38d8b8019373","","BuiltIn","Monitoring","[Preview]: Log Analytics extension should be installed on your Linux Azure Arc machines","This policy audits Linux Azure Arc machines if the Log Analytics extension is not installed.","Azure_Security_Benchmark_v3.0_LT-5","pr-glob-: AuditIfNotExists (default: ArcLinuxMonitoringEffect)","parameter: Disabled,AuditIfNotExists","AuditIfNotExists",""
"d69b1763-b96d-40b8-a2d9-ca31e9fd0d3e","","BuiltIn","Monitoring","[Preview]: Log Analytics extension should be installed on your Windows Azure Arc machines","This policy audits Windows Azure Arc machines if the Log Analytics extension is not installed.","Azure_Security_Benchmark_v3.0_LT-5","pr-glob-: AuditIfNotExists (default: ArcWindowsMonitoringEffect)","parameter: Disabled,AuditIfNotExists","AuditIfNotExists",""
"04c4380f-3fae-46e8-96c9-30193528f602","","BuiltIn","Monitoring","[Preview]: Network traffic data collection agent should be installed on Linux virtual machines","Security Center uses the Microsoft Dependency agent to collect network traffic data from your Azure virtual machines to enable advanced network protection features such as traffic visualization on the network map, network hardening recommendations and specific network threats.","Azure_Security_Benchmark_v3.0_LT-4","pr-glob-: AuditIfNotExists (default: ASCDependencyAgentAuditLinuxEffect)","parameter: Disabled,AuditIfNotExists","AuditIfNotExists",""
"2f2ee1de-44aa-4762-b6bd-0893fc3f306d","","BuiltIn","Monitoring","[Preview]: Network traffic data collection agent should be installed on Windows virtual machines","Security Center uses the Microsoft Dependency agent to collect network traffic data from your Azure virtual machines to enable advanced network protection features such as traffic visualization on the network map, network hardening recommendations and specific network threats.","Azure_Security_Benchmark_v3.0_LT-4","pr-glob-: AuditIfNotExists (default: ASCDependencyAgentAuditWindowsEffect)","parameter: Disabled,AuditIfNotExists","AuditIfNotExists",""
"fc5e4038-4584-4632-8c85-c0448d374b2c","","BuiltIn","Network","[Preview]: All Internet traffic should be routed via your deployed Azure Firewall","Azure Security Center has identified that some of your subnets aren't protected with a next generation firewall. Protect your subnets from potential threats by restricting access to them with Azure Firewall or a supported next generation firewall","Azure_Security_Benchmark_v3.0_NS-3","pr-glob-: AuditIfNotExists (default: AzureFirewallEffect)","parameter: Disabled,AuditIfNotExists","AuditIfNotExists",""
"055aa869-bc98-4af8-bafc-23f1ab6ffe2c","","BuiltIn","Network","Azure Web Application Firewall should be enabled for Azure Front Door entry-points","Deploy Azure Web Application Firewall (WAF) in front of public facing web applications for additional inspection of incoming traffic. Web Application Firewall (WAF) provides centralized protection of your web applications from common exploits and vulnerabilities such as SQL injections, Cross-Site Scripting, local and remote file executions. You can also restrict access to your web applications by countries, IP address ranges, and other http(s) parameters via custom rules.","Azure_Security_Benchmark_v3.0_NS-6","pr-glob-: Audit (default: webApplicationFirewallShouldBeEnabledForAzureFrontDoorServiceServiceMonitoringEffect)","parameter: Disabled,Audit,Deny","Audit",""
"b6e2945c-0b7b-40f5-9233-7a5323b5cdc6","","BuiltIn","Network","Network Watcher should be enabled","Network Watcher is a regional service that enables you to monitor and diagnose conditions at a network scenario level in, to, and from Azure. Scenario level monitoring enables you to diagnose problems at an end to end network level view. It is required to have a network watcher resource group to be created in every region where a virtual network is present. An alert is enabled if a network watcher resource group is not available in a particular region.","Azure_Security_Benchmark_v3.0_IR-4","pr-glob-: AuditIfNotExists (default: networkWatcherShouldBeEnabledMonitoringEffect)","parameter: Disabled,AuditIfNotExists","AuditIfNotExists","{""networkWatcherShouldBeEnabledResourceGroupName"":""NetworkWatcherRG""}"
